CODIGO_CLIENTE;FECHA_CONTACTO;CANAL;COD_CANAL;COD_SERVICIO;sexo;Fecha de nacimiento;segmento;producto1;producto2;producto3
13;17/03/2019;IVR;8;25;f;10/08/1976;Prime;si;no;si
13;18/08/2019;IVR;8;25;f;10/08/1976;Prime;si;no;si
13;24/07/2019;IVR;8;30;f;10/08/1976;Prime;si;no;si
13;2/03/2020;IVR;8;30;f;10/08/1976;Prime;si;no;si
13;21/11/2019;IVR;8;30;f;10/08/1976;Prime;si;no;si
13;6/08/2019;IVR;8;30;f;10/08/1976;Prime;si;no;si
13;12/05/2020;IVR;8;30;f;10/08/1976;Prime;si;no;si
13;13/02/2019;IVR;8;30;f;10/08/1976;Prime;si;no;si
13;16/02/2020;IVR;8;30;f;10/08/1976;Prime;si;no;si
13;25/03/2019;IVR;8;30;f;10/08/1976;Prime;si;no;si
13;10/05/2020;IVR;8;30;f;10/08/1976;Prime;si;no;si
13;11/12/2019;IVR;8;30;f;10/08/1976;Prime;si;no;si
13;11/02/2020;IVR;8;30;f;10/08/1976;Prime;si;no;si
13;5/10/2019;IVR;8;30;f;10/08/1976;Prime;si;no;si
13;13/04/2019;IVR;8;30;f;10/08/1976;Prime;si;no;si
13;1/04/2020;IVR;8;30;f;10/08/1976;Prime;si;no;si
13;8/06/2020;IVR;8;30;f;10/08/1976;Prime;si;no;si
13;24/03/2019;IVR;8;30;f;10/08/1976;Prime;si;no;si
13;20/07/2019;IVR;8;30;f;10/08/1976;Prime;si;no;si
13;19/11/2019;IVR;8;30;f;10/08/1976;Prime;si;no;si
13;27/07/2019;IVR;8;30;f;10/08/1976;Prime;si;no;si
13;7/07/2019;IVR;8;30;f;10/08/1976;Prime;si;no;si
13;19/10/2019;IVR;8;30;f;10/08/1976;Prime;si;no;si
13;23/02/2020;IVR;8;30;f;10/08/1976;Prime;si;no;si
13;22/06/2020;IVR;8;30;f;10/08/1976;Prime;si;no;si
13;18/08/2019;IVR;8;35;f;10/08/1976;Prime;si;no;si
13;22/04/2020;IVR;8;35;f;10/08/1976;Prime;si;no;si
13;5/09/2019;IVR;8;35;f;10/08/1976;Prime;si;no;si
13;27/09/2019;IVR;8;35;f;10/08/1976;Prime;si;no;si
13;29/04/2019;IVR;8;35;f;10/08/1976;Prime;si;no;si
13;21/09/2019;IVR;8;35;f;10/08/1976;Prime;si;no;si
13;2/05/2020;IVR;8;35;f;10/08/1976;Prime;si;no;si
13;18/04/2020;IVR;8;35;f;10/08/1976;Prime;si;no;si
13;6/04/2019;IVR;8;35;f;10/08/1976;Prime;si;no;si
13;3/09/2019;IVR;8;35;f;10/08/1976;Prime;si;no;si
13;10/12/2019;IVR;8;35;f;10/08/1976;Prime;si;no;si
13;10/05/2020;IVR;8;35;f;10/08/1976;Prime;si;no;si
13;21/02/2020;IVR;8;35;f;10/08/1976;Prime;si;no;si
13;21/03/2020;IVR;8;35;f;10/08/1976;Prime;si;no;si
13;1/01/2020;IVR;8;35;f;10/08/1976;Prime;si;no;si
13;2/10/2019;IVR;8;35;f;10/08/1976;Prime;si;no;si
13;1/09/2019;IVR;8;35;f;10/08/1976;Prime;si;no;si
13;13/06/2019;IVR;8;35;f;10/08/1976;Prime;si;no;si
13;7/06/2020;IVR;8;35;f;10/08/1976;Prime;si;no;si
13;2/01/2020;IVR;8;35;f;10/08/1976;Prime;si;no;si
13;4/03/2020;IVR;8;35;f;10/08/1976;Prime;si;no;si
13;20/11/2019;IVR;8;35;f;10/08/1976;Prime;si;no;si
13;20/03/2020;IVR;8;35;f;10/08/1976;Prime;si;no;si
13;25/03/2019;INTERNET;9;5;f;10/08/1976;Prime;si;no;si
13;9/02/2020;INTERNET;9;5;f;10/08/1976;Prime;si;no;si
13;16/05/2019;INTERNET;9;5;f;10/08/1976;Prime;si;no;si
13;10/06/2020;INTERNET;9;5;f;10/08/1976;Prime;si;no;si
13;2/03/2020;INTERNET;9;5;f;10/08/1976;Prime;si;no;si
13;27/02/2019;INTERNET;9;5;f;10/08/1976;Prime;si;no;si
13;12/02/2020;INTERNET;9;5;f;10/08/1976;Prime;si;no;si
13;15/10/2019;INTERNET;9;5;f;10/08/1976;Prime;si;no;si
13;12/04/2019;INTERNET;9;5;f;10/08/1976;Prime;si;no;si
13;27/04/2020;INTERNET;9;5;f;10/08/1976;Prime;si;no;si
13;7/02/2019;INTERNET;9;5;f;10/08/1976;Prime;si;no;si
13;3/02/2019;INTERNET;9;5;f;10/08/1976;Prime;si;no;si
13;12/04/2019;INTERNET;9;5;f;10/08/1976;Prime;si;no;si
13;16/02/2020;INTERNET;9;5;f;10/08/1976;Prime;si;no;si
13;7/12/2019;INTERNET;9;5;f;10/08/1976;Prime;si;no;si
13;13/08/2019;INTERNET;9;5;f;10/08/1976;Prime;si;no;si
13;11/03/2019;INTERNET;9;5;f;10/08/1976;Prime;si;no;si
13;9/03/2019;INTERNET;9;5;f;10/08/1976;Prime;si;no;si
13;16/01/2019;INTERNET;9;5;f;10/08/1976;Prime;si;no;si
13;16/02/2019;INTERNET;9;5;f;10/08/1976;Prime;si;no;si
13;15/11/2019;INTERNET;9;5;f;10/08/1976;Prime;si;no;si
13;24/05/2020;INTERNET;9;5;f;10/08/1976;Prime;si;no;si
13;29/12/2019;INTERNET;9;5;f;10/08/1976;Prime;si;no;si
13;10/05/2020;INTERNET;9;10;f;10/08/1976;Prime;si;no;si
13;12/01/2019;INTERNET;9;10;f;10/08/1976;Prime;si;no;si
13;1/10/2019;INTERNET;9;10;f;10/08/1976;Prime;si;no;si
13;29/02/2020;INTERNET;9;10;f;10/08/1976;Prime;si;no;si
13;10/07/2019;INTERNET;9;10;f;10/08/1976;Prime;si;no;si
13;3/06/2019;INTERNET;9;10;f;10/08/1976;Prime;si;no;si
13;26/07/2019;INTERNET;9;10;f;10/08/1976;Prime;si;no;si
13;6/10/2019;INTERNET;9;10;f;10/08/1976;Prime;si;no;si
13;10/01/2019;INTERNET;9;10;f;10/08/1976;Prime;si;no;si
13;25/06/2019;INTERNET;9;10;f;10/08/1976;Prime;si;no;si
13;27/02/2019;INTERNET;9;10;f;10/08/1976;Prime;si;no;si
13;14/03/2019;INTERNET;9;10;f;10/08/1976;Prime;si;no;si
13;1/09/2019;INTERNET;9;10;f;10/08/1976;Prime;si;no;si
13;20/05/2019;INTERNET;9;10;f;10/08/1976;Prime;si;no;si
13;22/03/2019;INTERNET;9;10;f;10/08/1976;Prime;si;no;si
13;22/12/2019;INTERNET;9;10;f;10/08/1976;Prime;si;no;si
13;26/03/2019;INTERNET;9;10;f;10/08/1976;Prime;si;no;si
13;6/01/2020;INTERNET;9;10;f;10/08/1976;Prime;si;no;si
13;25/12/2019;INTERNET;9;10;f;10/08/1976;Prime;si;no;si
13;25/04/2020;INTERNET;9;10;f;10/08/1976;Prime;si;no;si
13;4/01/2019;INTERNET;9;10;f;10/08/1976;Prime;si;no;si
13;4/01/2019;INTERNET;9;10;f;10/08/1976;Prime;si;no;si
13;12/12/2019;INTERNET;9;10;f;10/08/1976;Prime;si;no;si
13;19/03/2019;INTERNET;9;15;f;10/08/1976;Prime;si;no;si
13;7/02/2020;INTERNET;9;15;f;10/08/1976;Prime;si;no;si
13;26/03/2019;INTERNET;9;15;f;10/08/1976;Prime;si;no;si
13;23/01/2019;INTERNET;9;15;f;10/08/1976;Prime;si;no;si
13;18/01/2020;INTERNET;9;15;f;10/08/1976;Prime;si;no;si
13;29/08/2019;INTERNET;9;15;f;10/08/1976;Prime;si;no;si
13;28/08/2019;INTERNET;9;15;f;10/08/1976;Prime;si;no;si
13;14/06/2019;INTERNET;9;15;f;10/08/1976;Prime;si;no;si
13;27/01/2020;INTERNET;9;15;f;10/08/1976;Prime;si;no;si
13;29/04/2019;INTERNET;9;15;f;10/08/1976;Prime;si;no;si
13;6/10/2019;INTERNET;9;15;f;10/08/1976;Prime;si;no;si
13;18/08/2019;INTERNET;9;15;f;10/08/1976;Prime;si;no;si
13;3/05/2020;INTERNET;9;15;f;10/08/1976;Prime;si;no;si
13;12/03/2019;INTERNET;9;15;f;10/08/1976;Prime;si;no;si
13;12/12/2019;INTERNET;9;15;f;10/08/1976;Prime;si;no;si
13;18/02/2020;INTERNET;9;15;f;10/08/1976;Prime;si;no;si
13;23/08/2019;INTERNET;9;15;f;10/08/1976;Prime;si;no;si
13;27/03/2019;INTERNET;9;15;f;10/08/1976;Prime;si;no;si
13;18/06/2020;INTERNET;9;15;f;10/08/1976;Prime;si;no;si
13;27/01/2020;INTERNET;9;15;f;10/08/1976;Prime;si;no;si
13;31/03/2019;INTERNET;9;15;f;10/08/1976;Prime;si;no;si
13;7/08/2019;INTERNET;9;15;f;10/08/1976;Prime;si;no;si
13;23/03/2019;INTERNET;9;15;f;10/08/1976;Prime;si;no;si
13;10/01/2020;INTERNET;9;20;f;10/08/1976;Prime;si;no;si
13;8/10/2019;INTERNET;9;20;f;10/08/1976;Prime;si;no;si
13;11/05/2020;INTERNET;9;20;f;10/08/1976;Prime;si;no;si
13;16/09/2019;INTERNET;9;20;f;10/08/1976;Prime;si;no;si
13;8/09/2019;INTERNET;9;20;f;10/08/1976;Prime;si;no;si
13;13/02/2020;INTERNET;9;20;f;10/08/1976;Prime;si;no;si
13;4/06/2019;INTERNET;9;20;f;10/08/1976;Prime;si;no;si
13;1/04/2019;INTERNET;9;20;f;10/08/1976;Prime;si;no;si
13;15/02/2020;INTERNET;9;20;f;10/08/1976;Prime;si;no;si
13;4/03/2020;INTERNET;9;20;f;10/08/1976;Prime;si;no;si
13;23/01/2020;INTERNET;9;20;f;10/08/1976;Prime;si;no;si
13;11/03/2019;INTERNET;9;20;f;10/08/1976;Prime;si;no;si
13;29/04/2019;INTERNET;9;20;f;10/08/1976;Prime;si;no;si
13;14/05/2020;INTERNET;9;20;f;10/08/1976;Prime;si;no;si
13;23/05/2020;INTERNET;9;20;f;10/08/1976;Prime;si;no;si
13;7/05/2019;INTERNET;9;20;f;10/08/1976;Prime;si;no;si
13;22/07/2019;INTERNET;9;20;f;10/08/1976;Prime;si;no;si
13;21/06/2019;INTERNET;9;20;f;10/08/1976;Prime;si;no;si
13;17/09/2019;INTERNET;9;20;f;10/08/1976;Prime;si;no;si
13;23/01/2020;INTERNET;9;20;f;10/08/1976;Prime;si;no;si
13;5/02/2020;INTERNET;9;20;f;10/08/1976;Prime;si;no;si
13;10/03/2020;INTERNET;9;20;f;10/08/1976;Prime;si;no;si
13;16/03/2020;INTERNET;9;20;f;10/08/1976;Prime;si;no;si
13;5/04/2020;INTERNET;9;25;f;10/08/1976;Prime;si;no;si
13;28/06/2019;INTERNET;9;25;f;10/08/1976;Prime;si;no;si
13;13/10/2019;INTERNET;9;25;f;10/08/1976;Prime;si;no;si
13;14/10/2019;INTERNET;9;25;f;10/08/1976;Prime;si;no;si
13;2/12/2019;INTERNET;9;25;f;10/08/1976;Prime;si;no;si
13;27/02/2020;INTERNET;9;25;f;10/08/1976;Prime;si;no;si
13;1/06/2020;INTERNET;9;25;f;10/08/1976;Prime;si;no;si
13;7/02/2020;INTERNET;9;25;f;10/08/1976;Prime;si;no;si
13;18/07/2019;INTERNET;9;25;f;10/08/1976;Prime;si;no;si
13;26/02/2019;INTERNET;9;25;f;10/08/1976;Prime;si;no;si
13;14/02/2020;INTERNET;9;25;f;10/08/1976;Prime;si;no;si
13;24/03/2019;INTERNET;9;25;f;10/08/1976;Prime;si;no;si
13;13/03/2019;INTERNET;9;25;f;10/08/1976;Prime;si;no;si
13;26/02/2020;INTERNET;9;25;f;10/08/1976;Prime;si;no;si
13;20/09/2019;INTERNET;9;25;f;10/08/1976;Prime;si;no;si
13;5/03/2019;INTERNET;9;25;f;10/08/1976;Prime;si;no;si
13;11/03/2019;INTERNET;9;25;f;10/08/1976;Prime;si;no;si
13;16/03/2020;INTERNET;9;25;f;10/08/1976;Prime;si;no;si
13;23/01/2019;INTERNET;9;25;f;10/08/1976;Prime;si;no;si
13;26/03/2019;INTERNET;9;25;f;10/08/1976;Prime;si;no;si
13;28/10/2019;INTERNET;9;25;f;10/08/1976;Prime;si;no;si
13;22/06/2020;INTERNET;9;25;f;10/08/1976;Prime;si;no;si
13;4/07/2019;INTERNET;9;25;f;10/08/1976;Prime;si;no;si
13;17/06/2019;INTERNET;9;30;f;10/08/1976;Prime;si;no;si
13;9/02/2020;INTERNET;9;30;f;10/08/1976;Prime;si;no;si
13;11/11/2019;INTERNET;9;30;f;10/08/1976;Prime;si;no;si
13;30/06/2020;INTERNET;9;30;f;10/08/1976;Prime;si;no;si
13;1/01/2019;INTERNET;9;30;f;10/08/1976;Prime;si;no;si
13;3/01/2019;INTERNET;9;30;f;10/08/1976;Prime;si;no;si
13;14/03/2020;INTERNET;9;30;f;10/08/1976;Prime;si;no;si
13;17/02/2020;INTERNET;9;30;f;10/08/1976;Prime;si;no;si
13;29/05/2019;INTERNET;9;30;f;10/08/1976;Prime;si;no;si
13;7/02/2019;INTERNET;9;30;f;10/08/1976;Prime;si;no;si
13;3/01/2020;INTERNET;9;30;f;10/08/1976;Prime;si;no;si
13;12/06/2020;INTERNET;9;30;f;10/08/1976;Prime;si;no;si
13;26/02/2020;INTERNET;9;30;f;10/08/1976;Prime;si;no;si
13;26/07/2019;INTERNET;9;30;f;10/08/1976;Prime;si;no;si
13;25/04/2020;INTERNET;9;30;f;10/08/1976;Prime;si;no;si
13;9/09/2019;INTERNET;9;30;f;10/08/1976;Prime;si;no;si
13;12/10/2019;INTERNET;9;30;f;10/08/1976;Prime;si;no;si
13;18/12/2019;INTERNET;9;30;f;10/08/1976;Prime;si;no;si
13;20/09/2019;INTERNET;9;30;f;10/08/1976;Prime;si;no;si
13;21/02/2019;INTERNET;9;30;f;10/08/1976;Prime;si;no;si
13;24/03/2020;INTERNET;9;30;f;10/08/1976;Prime;si;no;si
13;2/05/2019;INTERNET;9;30;f;10/08/1976;Prime;si;no;si
13;26/05/2019;INTERNET;9;30;f;10/08/1976;Prime;si;no;si
13;14/10/2019;INTERNET;9;35;f;10/08/1976;Prime;si;no;si
13;22/08/2019;INTERNET;9;35;f;10/08/1976;Prime;si;no;si
13;2/05/2020;INTERNET;9;35;f;10/08/1976;Prime;si;no;si
13;9/06/2020;INTERNET;9;35;f;10/08/1976;Prime;si;no;si
13;19/11/2019;INTERNET;9;35;f;10/08/1976;Prime;si;no;si
13;20/09/2019;INTERNET;9;35;f;10/08/1976;Prime;si;no;si
13;18/07/2019;INTERNET;9;35;f;10/08/1976;Prime;si;no;si
13;21/05/2020;INTERNET;9;35;f;10/08/1976;Prime;si;no;si
13;31/03/2020;INTERNET;9;35;f;10/08/1976;Prime;si;no;si
13;15/04/2020;INTERNET;9;35;f;10/08/1976;Prime;si;no;si
13;4/02/2019;INTERNET;9;35;f;10/08/1976;Prime;si;no;si
13;8/04/2020;INTERNET;9;35;f;10/08/1976;Prime;si;no;si
13;4/08/2019;INTERNET;9;35;f;10/08/1976;Prime;si;no;si
13;23/04/2019;INTERNET;9;35;f;10/08/1976;Prime;si;no;si
13;14/01/2019;INTERNET;9;35;f;10/08/1976;Prime;si;no;si
13;3/06/2019;INTERNET;9;35;f;10/08/1976;Prime;si;no;si
13;3/06/2020;INTERNET;9;35;f;10/08/1976;Prime;si;no;si
13;14/03/2019;INTERNET;9;35;f;10/08/1976;Prime;si;no;si
13;30/04/2020;INTERNET;9;35;f;10/08/1976;Prime;si;no;si
13;17/12/2019;INTERNET;9;35;f;10/08/1976;Prime;si;no;si
13;22/02/2019;INTERNET;9;35;f;10/08/1976;Prime;si;no;si
13;15/05/2019;INTERNET;9;35;f;10/08/1976;Prime;si;no;si
13;6/05/2020;INTERNET;9;35;f;10/08/1976;Prime;si;no;si
13;12/06/2020;LINEA DE SERVICIO;10;5;f;10/08/1976;Prime;si;no;si
13;22/07/2019;LINEA DE SERVICIO;10;5;f;10/08/1976;Prime;si;no;si
13;28/01/2020;LINEA DE SERVICIO;10;5;f;10/08/1976;Prime;si;no;si
13;4/07/2019;LINEA DE SERVICIO;10;5;f;10/08/1976;Prime;si;no;si
13;5/07/2019;LINEA DE SERVICIO;10;5;f;10/08/1976;Prime;si;no;si
13;5/02/2020;LINEA DE SERVICIO;10;5;f;10/08/1976;Prime;si;no;si
13;25/02/2020;LINEA DE SERVICIO;10;5;f;10/08/1976;Prime;si;no;si
13;27/01/2020;LINEA DE SERVICIO;10;5;f;10/08/1976;Prime;si;no;si
13;4/10/2019;LINEA DE SERVICIO;10;5;f;10/08/1976;Prime;si;no;si
13;5/02/2019;LINEA DE SERVICIO;10;5;f;10/08/1976;Prime;si;no;si
13;28/09/2019;LINEA DE SERVICIO;10;5;f;10/08/1976;Prime;si;no;si
13;3/04/2020;LINEA DE SERVICIO;10;5;f;10/08/1976;Prime;si;no;si
13;23/09/2019;LINEA DE SERVICIO;10;5;f;10/08/1976;Prime;si;no;si
13;16/06/2019;LINEA DE SERVICIO;10;5;f;10/08/1976;Prime;si;no;si
13;30/01/2020;LINEA DE SERVICIO;10;5;f;10/08/1976;Prime;si;no;si
13;11/03/2020;LINEA DE SERVICIO;10;5;f;10/08/1976;Prime;si;no;si
13;2/06/2019;LINEA DE SERVICIO;10;5;f;10/08/1976;Prime;si;no;si
13;16/09/2019;LINEA DE SERVICIO;10;5;f;10/08/1976;Prime;si;no;si
13;14/05/2019;LINEA DE SERVICIO;10;5;f;10/08/1976;Prime;si;no;si
13;17/03/2019;LINEA DE SERVICIO;10;5;f;10/08/1976;Prime;si;no;si
13;13/07/2019;LINEA DE SERVICIO;10;5;f;10/08/1976;Prime;si;no;si
13;7/01/2020;LINEA DE SERVICIO;10;5;f;10/08/1976;Prime;si;no;si
13;15/01/2019;LINEA DE SERVICIO;10;10;f;10/08/1976;Prime;si;no;si
13;25/12/2019;LINEA DE SERVICIO;10;10;f;10/08/1976;Prime;si;no;si
13;1/04/2019;LINEA DE SERVICIO;10;10;f;10/08/1976;Prime;si;no;si
13;12/11/2019;LINEA DE SERVICIO;10;10;f;10/08/1976;Prime;si;no;si
13;27/09/2019;LINEA DE SERVICIO;10;10;f;10/08/1976;Prime;si;no;si
13;10/08/2019;LINEA DE SERVICIO;10;10;f;10/08/1976;Prime;si;no;si
13;8/01/2019;LINEA DE SERVICIO;10;10;f;10/08/1976;Prime;si;no;si
13;18/06/2020;LINEA DE SERVICIO;10;10;f;10/08/1976;Prime;si;no;si
13;13/05/2019;LINEA DE SERVICIO;10;10;f;10/08/1976;Prime;si;no;si
13;6/05/2020;LINEA DE SERVICIO;10;10;f;10/08/1976;Prime;si;no;si
13;29/01/2020;LINEA DE SERVICIO;10;10;f;10/08/1976;Prime;si;no;si
13;9/12/2019;LINEA DE SERVICIO;10;10;f;10/08/1976;Prime;si;no;si
13;13/05/2020;LINEA DE SERVICIO;10;10;f;10/08/1976;Prime;si;no;si
13;20/04/2019;LINEA DE SERVICIO;10;10;f;10/08/1976;Prime;si;no;si
13;2/01/2020;LINEA DE SERVICIO;10;10;f;10/08/1976;Prime;si;no;si
13;28/05/2019;LINEA DE SERVICIO;10;10;f;10/08/1976;Prime;si;no;si
13;30/09/2019;LINEA DE SERVICIO;10;10;f;10/08/1976;Prime;si;no;si
13;20/12/2019;LINEA DE SERVICIO;10;10;f;10/08/1976;Prime;si;no;si
13;23/02/2020;LINEA DE SERVICIO;10;10;f;10/08/1976;Prime;si;no;si
13;4/08/2019;LINEA DE SERVICIO;10;10;f;10/08/1976;Prime;si;no;si
13;2/11/2019;LINEA DE SERVICIO;10;10;f;10/08/1976;Prime;si;no;si
13;3/03/2019;LINEA DE SERVICIO;10;10;f;10/08/1976;Prime;si;no;si
13;28/12/2019;LINEA DE SERVICIO;10;15;f;10/08/1976;Prime;si;no;si
13;22/01/2020;LINEA DE SERVICIO;10;15;f;10/08/1976;Prime;si;no;si
13;2/09/2019;LINEA DE SERVICIO;10;15;f;10/08/1976;Prime;si;no;si
13;6/03/2019;LINEA DE SERVICIO;10;15;f;10/08/1976;Prime;si;no;si
13;8/01/2020;LINEA DE SERVICIO;10;15;f;10/08/1976;Prime;si;no;si
13;31/08/2019;LINEA DE SERVICIO;10;15;f;10/08/1976;Prime;si;no;si
13;22/11/2019;LINEA DE SERVICIO;10;15;f;10/08/1976;Prime;si;no;si
13;25/12/2019;LINEA DE SERVICIO;10;15;f;10/08/1976;Prime;si;no;si
13;30/06/2020;LINEA DE SERVICIO;10;15;f;10/08/1976;Prime;si;no;si
13;23/04/2019;LINEA DE SERVICIO;10;15;f;10/08/1976;Prime;si;no;si
13;26/05/2020;LINEA DE SERVICIO;10;15;f;10/08/1976;Prime;si;no;si
13;24/07/2019;LINEA DE SERVICIO;10;15;f;10/08/1976;Prime;si;no;si
13;16/05/2019;LINEA DE SERVICIO;10;15;f;10/08/1976;Prime;si;no;si
13;11/04/2020;LINEA DE SERVICIO;10;15;f;10/08/1976;Prime;si;no;si
13;17/05/2020;LINEA DE SERVICIO;10;15;f;10/08/1976;Prime;si;no;si
13;8/12/2019;LINEA DE SERVICIO;10;15;f;10/08/1976;Prime;si;no;si
13;14/02/2020;LINEA DE SERVICIO;10;15;f;10/08/1976;Prime;si;no;si
13;28/11/2019;LINEA DE SERVICIO;10;15;f;10/08/1976;Prime;si;no;si
13;19/04/2019;LINEA DE SERVICIO;10;15;f;10/08/1976;Prime;si;no;si
13;17/05/2020;LINEA DE SERVICIO;10;15;f;10/08/1976;Prime;si;no;si
13;24/12/2019;LINEA DE SERVICIO;10;15;f;10/08/1976;Prime;si;no;si
13;12/02/2020;LINEA DE SERVICIO;10;15;f;10/08/1976;Prime;si;no;si
13;20/09/2019;LINEA DE SERVICIO;10;20;f;10/08/1976;Prime;si;no;si
13;20/08/2019;LINEA DE SERVICIO;10;20;f;10/08/1976;Prime;si;no;si
13;11/06/2020;LINEA DE SERVICIO;10;20;f;10/08/1976;Prime;si;no;si
13;26/10/2019;LINEA DE SERVICIO;10;20;f;10/08/1976;Prime;si;no;si
13;27/10/2019;LINEA DE SERVICIO;10;20;f;10/08/1976;Prime;si;no;si
13;9/03/2020;LINEA DE SERVICIO;10;20;f;10/08/1976;Prime;si;no;si
13;6/08/2019;LINEA DE SERVICIO;10;20;f;10/08/1976;Prime;si;no;si
13;2/11/2019;LINEA DE SERVICIO;10;20;f;10/08/1976;Prime;si;no;si
13;6/02/2019;LINEA DE SERVICIO;10;20;f;10/08/1976;Prime;si;no;si
13;14/02/2020;LINEA DE SERVICIO;10;20;f;10/08/1976;Prime;si;no;si
13;24/11/2019;LINEA DE SERVICIO;10;20;f;10/08/1976;Prime;si;no;si
13;9/05/2019;LINEA DE SERVICIO;10;20;f;10/08/1976;Prime;si;no;si
13;15/09/2019;LINEA DE SERVICIO;10;20;f;10/08/1976;Prime;si;no;si
13;7/04/2020;LINEA DE SERVICIO;10;20;f;10/08/1976;Prime;si;no;si
13;24/03/2020;LINEA DE SERVICIO;10;20;f;10/08/1976;Prime;si;no;si
13;30/11/2019;LINEA DE SERVICIO;10;20;f;10/08/1976;Prime;si;no;si
13;30/05/2019;LINEA DE SERVICIO;10;20;f;10/08/1976;Prime;si;no;si
13;25/04/2019;LINEA DE SERVICIO;10;20;f;10/08/1976;Prime;si;no;si
13;17/01/2020;LINEA DE SERVICIO;10;20;f;10/08/1976;Prime;si;no;si
13;5/09/2019;LINEA DE SERVICIO;10;20;f;10/08/1976;Prime;si;no;si
13;25/03/2019;LINEA DE SERVICIO;10;20;f;10/08/1976;Prime;si;no;si
13;11/08/2019;LINEA DE SERVICIO;10;20;f;10/08/1976;Prime;si;no;si
13;9/07/2019;LINEA DE SERVICIO;10;25;f;10/08/1976;Prime;si;no;si
13;30/11/2019;LINEA DE SERVICIO;10;25;f;10/08/1976;Prime;si;no;si
13;3/02/2019;LINEA DE SERVICIO;10;25;f;10/08/1976;Prime;si;no;si
13;2/03/2019;LINEA DE SERVICIO;10;25;f;10/08/1976;Prime;si;no;si
13;24/01/2020;LINEA DE SERVICIO;10;25;f;10/08/1976;Prime;si;no;si
13;4/02/2020;LINEA DE SERVICIO;10;25;f;10/08/1976;Prime;si;no;si
13;28/04/2019;LINEA DE SERVICIO;10;25;f;10/08/1976;Prime;si;no;si
13;14/05/2020;LINEA DE SERVICIO;10;25;f;10/08/1976;Prime;si;no;si
13;15/01/2020;LINEA DE SERVICIO;10;25;f;10/08/1976;Prime;si;no;si
13;11/10/2019;LINEA DE SERVICIO;10;25;f;10/08/1976;Prime;si;no;si
13;19/06/2020;LINEA DE SERVICIO;10;25;f;10/08/1976;Prime;si;no;si
13;17/04/2019;LINEA DE SERVICIO;10;25;f;10/08/1976;Prime;si;no;si
13;16/05/2020;LINEA DE SERVICIO;10;25;f;10/08/1976;Prime;si;no;si
13;28/07/2019;LINEA DE SERVICIO;10;25;f;10/08/1976;Prime;si;no;si
13;22/03/2019;LINEA DE SERVICIO;10;25;f;10/08/1976;Prime;si;no;si
13;2/02/2020;LINEA DE SERVICIO;10;25;f;10/08/1976;Prime;si;no;si
13;18/02/2019;LINEA DE SERVICIO;10;25;f;10/08/1976;Prime;si;no;si
13;21/03/2020;LINEA DE SERVICIO;10;25;f;10/08/1976;Prime;si;no;si
13;30/12/2019;LINEA DE SERVICIO;10;25;f;10/08/1976;Prime;si;no;si
13;13/04/2019;LINEA DE SERVICIO;10;25;f;10/08/1976;Prime;si;no;si
13;12/02/2019;LINEA DE SERVICIO;10;25;f;10/08/1976;Prime;si;no;si
13;11/06/2020;LINEA DE SERVICIO;10;25;f;10/08/1976;Prime;si;no;si
13;19/02/2019;LINEA DE SERVICIO;10;30;f;10/08/1976;Prime;si;no;si
13;16/08/2019;LINEA DE SERVICIO;10;30;f;10/08/1976;Prime;si;no;si
13;28/02/2019;LINEA DE SERVICIO;10;30;f;10/08/1976;Prime;si;no;si
13;2/04/2020;LINEA DE SERVICIO;10;30;f;10/08/1976;Prime;si;no;si
13;28/05/2020;LINEA DE SERVICIO;10;30;f;10/08/1976;Prime;si;no;si
13;3/10/2019;LINEA DE SERVICIO;10;30;f;10/08/1976;Prime;si;no;si
13;25/06/2020;LINEA DE SERVICIO;10;30;f;10/08/1976;Prime;si;no;si
13;6/01/2020;LINEA DE SERVICIO;10;30;f;10/08/1976;Prime;si;no;si
13;12/02/2019;LINEA DE SERVICIO;10;30;f;10/08/1976;Prime;si;no;si
13;18/05/2019;LINEA DE SERVICIO;10;30;f;10/08/1976;Prime;si;no;si
13;16/06/2020;LINEA DE SERVICIO;10;30;f;10/08/1976;Prime;si;no;si
13;7/08/2019;LINEA DE SERVICIO;10;30;f;10/08/1976;Prime;si;no;si
13;19/11/2019;LINEA DE SERVICIO;10;30;f;10/08/1976;Prime;si;no;si
13;5/01/2020;LINEA DE SERVICIO;10;30;f;10/08/1976;Prime;si;no;si
13;16/06/2019;LINEA DE SERVICIO;10;30;f;10/08/1976;Prime;si;no;si
13;9/02/2020;LINEA DE SERVICIO;10;30;f;10/08/1976;Prime;si;no;si
13;17/05/2019;LINEA DE SERVICIO;10;30;f;10/08/1976;Prime;si;no;si
13;5/04/2019;LINEA DE SERVICIO;10;30;f;10/08/1976;Prime;si;no;si
13;1/09/2019;LINEA DE SERVICIO;10;30;f;10/08/1976;Prime;si;no;si
13;24/02/2020;LINEA DE SERVICIO;10;30;f;10/08/1976;Prime;si;no;si
13;26/05/2020;LINEA DE SERVICIO;10;30;f;10/08/1976;Prime;si;no;si
13;22/09/2019;LINEA DE SERVICIO;10;30;f;10/08/1976;Prime;si;no;si
13;29/06/2019;LINEA DE SERVICIO;10;35;f;10/08/1976;Prime;si;no;si
13;4/06/2019;LINEA DE SERVICIO;10;35;f;10/08/1976;Prime;si;no;si
13;14/03/2019;LINEA DE SERVICIO;10;35;f;10/08/1976;Prime;si;no;si
